10267,FRANK,1996-07-29 00:00:00.000,40,Boston Crab Meat,50,14.70,735.00
10267,FRANK,1996-07-29 00:00:00.000,59,Raclette Courdavault,70,44.00,3080.00
10267,FRANK,1996-07-29 00:00:00.000,76,Lakkalikööri,15,14.40,216.00
10268,GROSR,1996-07-30 00:00:00.000,29,Thüringer Rostbratwurst,10,99.00,990.00
10268,GROSR,1996-07-30 00:00:00.000,72,Mozzarella di Giovanni,4,27.80,111.20
10269,WHITC,1996-07-31 00:00:00.000,33,Geitost,60,2.00,120.00
10269,WHITC,1996-07-31 00:00:00.000,72,Mozzarella di Giovanni,20,27.80,556.00
10270,WARTH,1996-08-01 00:00:00.000,36,Inlagd Sill,30,15.20,456.00
10270,WARTH,1996-08-01 00:00:00.000,43,Ipoh Coffee,25,36.80,920.00
10271,SPLIR,1996-08-01 00:00:00.000,33,Geitost,24,2.00,48.00
10272,RATTC,1996-08-02 00:00:00.000,20,Sir Rodney's Marmalade,6,64.80,388.80
10272,RATTC,1996-08-02 00:00:00.000,31,Gorgonzola Telino,40,10.00,400.00
10272,RATTC,1996-08-02 00:00:00.000,72,Mozzarella di Giovanni,24,27.80,667.20
10273,QUICK,1996-08-05 00:00:00.000,10,Ikura,24,24.80,595.20
10273,QUICK,1996-08-05 00:00:00.000,31,Gorgonzola Telino,15,10.00,150.00
10273,QUICK,1996-08-05 00:00:00.000,33,Geitost,20,2.00,40.00
10273,QUICK,1996-08-05 00:00:00.000,40,Boston Crab Meat,60,14.70,882.00
10273,QUICK,1996-08-05 00:00:00.000,76,Lakkalikööri,33,14.40,475.20
10274,VINET,1996-08-06 00:00:00.000,71,Flotemysost,20,17.20,344.00
10274,VINET,1996-08-06 00:00:00.000,72,Mozzarella di Giovanni,7,27.80,194.60
10275,MAGAA,1996-08-07 00:00:00.000,24,Guaraná Fantástica,12,3.60,43.20
10275,MAGAA,1996-08-07 00:00:00.000,59,Raclette Courdavault,6,44.00,264.00
10276,TORTU,1996-08-08 00:00:00.000,10,Ikura,15,24.80,372.00
10276,TORTU,1996-08-08 00:00:00.000,13,Konbu,10,4.80,48.00
10277,MORGK,1996-08-09 00:00:00.000,28,Rössle Sauerkraut,20,36.40,728.00
10277,MORGK,1996-08-09 00:00:00.000,62,Tarte au sucre,12,39.40,472.80
10278,BERGS,1996-08-12 00:00:00.000,44,Gula Malacca,16,15.50,248.00
10278,BERGS,1996-08-12 00:00:00.000,59,Raclette Courdavault,15,44.00,660.00
10278,BERGS,1996-08-12 00:00:00.000,63,Vegie-spread,8,35.10,280.80
10278,BERGS,1996-08-12 00:00:00.000,73,Röd Kaviar,25,12.00,300.00
10279,LEHMS,1996-08-13 00:00:00.000,17,Alice Mutton,15,31.20,468.00
10280,BERGS,1996-08-14 00:00:00.000,24,Guaraná Fantástica,12,3.60,43.20
10280,BERGS,1996-08-14 00:00:00.000,55,Pâté chinois,20,19.20,384.00
10280,BERGS,1996-08-14 00:00:00.000,75,Rhönbräu Klosterbier,30,6.20,186.00
10281,ROMEY,1996-08-14 00:00:00.000,19,Teatime Chocolate Biscuits,1,7.30,7.30
10281,ROMEY,1996-08-14 00:00:00.000,24,Guaraná Fantástica,6,3.60,21.60
10281,ROMEY,1996-08-14 00:00:00.000,35,Steeleye Stout,4,14.40,57.60
10282,ROMEY,1996-08-15 00:00:00.000,30,Nord-Ost Matjeshering,6,20.70,124.20
10282,ROMEY,1996-08-15 00:00:00.000,57,Ravioli Angelo,2,15.60,31.20
10283,LILAS,1996-08-16 00:00:00.000,15,Genen Shouyu,20,12.40,248.00
10283,LILAS,1996-08-16 00:00:00.000,19,Teatime Chocolate Biscuits,18,7.30,131.40
10283,LILAS,1996-08-16 00:00:00.000,60,Camembert Pierrot,35,27.20,952.00
10283,LILAS,1996-08-16 00:00:00.000,72,Mozzarella di Giovanni,3,27.80,83.40
10284,LEHMS,1996-08-19 00:00:00.000,27,Schoggi Schokolade,15,35.10,526.50
10284,LEHMS,1996-08-19 00:00:00.000,44,Gula Malacca,21,15.50,325.50
10284,LEHMS,1996-08-19 00:00:00.000,60,Camembert Pierrot,20,27.20,544.00
10284,LEHMS,1996-08-19 00:00:00.000,67,Laughing Lumberjack Lager,5,11.20,56.00
10285,QUICK,1996-08-20 00:00:00.000,1,Chai,45,14.40,648.00
10285,QUICK,1996-08-20 00:00:00.000,40,Boston Crab Meat,40,14.70,588.00
10285,QUICK,1996-08-20 00:00:00.000,53,Perth Pasties,36,26.20,943.20
10286,QUICK,1996-08-21 00:00:00.000,35,Steeleye Stout,100,14.40,1440.00
10286,QUICK,1996-08-21 00:00:00.000,62,Tarte au sucre,40,39.40,1576.00
10287,RICAR,1996-08-22 00:00:00.000,16,Pavlova,40,13.90,556.00
10287,RICAR,1996-08-22 00:00:00.000,34,Sasquatch Ale,20,11.20,224.00
10287,RICAR,1996-08-22 00:00:00.000,46,Spegesild,15,9.60,144.00
10288,REGGC,1996-08-23 00:00:00.000,54,Tourtière,10,5.90,59.00
10288,REGGC,1996-08-23 00:00:00.000,68,Scottish Longbreads,3,10.00,30.00
10289,BSBEV,1996-08-26 00:00:00.000,3,Aniseed Syrup,30,8.00,240.00
10289,BSBEV,1996-08-26 00:00:00.000,64,Wimmers gute Semmelknödel,9,26.60,239.40
10290,COMMI,1996-08-27 00:00:00.000,5,Chef Anton's Gumbo Mix,20,17.00,340.00
10290,COMMI,1996-08-27 00:00:00.000,29,Thüringer Rostbratwurst,15,99.00,1485.00
10290,COMMI,1996-08-27 00:00:00.000,49,Maxilaku,15,16.00,240.00
10290,COMMI,1996-08-27 00:00:00.000,77,Original Frankfurter grüne Soße,10,10.40,104.00
10291,QUEDE,1996-08-27 00:00:00.000,13,Konbu,20,4.80,96.00
10291,QUEDE,1996-08-27 00:00:00.000,44,Gula Malacca,24,15.50,372.00
10291,QUEDE,1996-08-27 00:00:00.000,51,Manjimup Dried Apples,2,42.40,84.80
10292,TRADH,1996-08-28 00:00:00.000,20,Sir Rodney's Marmalade,20,64.80,1296.00
10293,TORTU,1996-08-29 00:00:00.000,18,Carnarvon Tigers,12,50.00,600.00
10293,TORTU,1996-08-29 00:00:00.000,24,Guaraná Fantástica,10,3.60,36.00
10293,TORTU,1996-08-29 00:00:00.000,63,Vegie-spread,5,35.10,175.50
10293,TORTU,1996-08-29 00:00:00.000,75,Rhönbräu Klosterbier,6,6.20,37.20
10294,RATTC,1996-08-30 00:00:00.000,1,Chai,18,14.40,259.20
10294,RATTC,1996-08-30 00:00:00.000,17,Alice Mutton,15,31.20,468.00
10294,RATTC,1996-08-30 00:00:00.000,43,Ipoh Coffee,15,36.80,552.00
10294,RATTC,1996-08-30 00:00:00.000,60,Camembert Pierrot,21,27.20,571.20
10294,RATTC,1996-08-30 00:00:00.000,75,Rhönbräu Klosterbier,6,6.20,37.20
10295,VINET,1996-09-02 00:00:00.000,56,Gnocchi di nonna Alice,4,30.40,121.60
10296,LILAS,1996-09-03 00:00:00.000,11,Queso Cabrales,12,16.80,201.60
10296,LILAS,1996-09-03 00:00:00.000,16,Pavlova,30,13.90,417.00
10296,LILAS,1996-09-03 00:00:00.000,69,Gudbrandsdalsost,15,28.80,432.00
10297,BLONP,1996-09-04 00:00:00.000,39,Chartreuse verte,60,14.40,864.00
10297,BLONP,1996-09-04 00:00:00.000,72,Mozzarella di Giovanni,20,27.80,556.00
10298,HUNGO,1996-09-05 00:00:00.000,2,Chang,40,15.20,608.00
10298,HUNGO,1996-09-05 00:00:00.000,36,Inlagd Sill,40,15.20,608.00
10298,HUNGO,1996-09-05 00:00:00.000,59,Raclette Courdavault,30,44.00,1320.00
10298,HUNGO,1996-09-05 00:00:00.000,62,Tarte au sucre,15,39.40,591.00
10299,RICAR,1996-09-06 00:00:00.000,19,Teatime Chocolate Biscuits,15,7.30,109.50
10299,RICAR,1996-09-06 00:00:00.000,70,Outback Lager,20,12.00,240.00
10300,MAGAA,1996-09-09 00:00:00.000,66,Louisiana Hot Spiced Okra,30,13.60,408.00
10300,MAGAA,1996-09-09 00:00:00.000,68,Scottish Longbreads,20,10.00,200.00
10301,WANDK,1996-09-09 00:00:00.000,40,Boston Crab Meat,10,14.70,147.00
10301,WANDK,1996-09-09 00:00:00.000,56,Gnocchi di nonna Alice,20,30.40,608.00
10302,SUPRD,1996-09-10 00:00:00.000,17,Alice Mutton,40,31.20,1248.00
10302,SUPRD,1996-09-10 00:00:00.000,28,Rössle Sauerkraut,28,36.40,1019.20
10302,SUPRD,1996-09-10 00:00:00.000,43,Ipoh Coffee,12,36.80,441.60
10303,GODOS,1996-09-11 00:00:00.000,40,Boston Crab Meat,40,14.70,588.00
10303,GODOS,1996-09-11 00:00:00.000,65,Louisiana Fiery Hot Pepper Sauce,30,16.80,504.00
10303,GODOS,1996-09-11 00:00:00.000,68,Scottish Longbreads,15,10.00,150.00
10304,TORTU,1996-09-12 00:00:00.000,49,Maxilaku,30,16.00,480.00
10304,TORTU,1996-09-12 00:00:00.000,59,Raclette Courdavault,10,44.00,440.00
10304,TORTU,1996-09-12 00:00:00.000,71,Flotemysost,2,17.20,34.40
10305,OLDWO,1996-09-13 00:00:00.000,18,Carnarvon Tigers,25,50.00,1250.00
10305,OLDWO,1996-09-13 00:00:00.000,29,Thüringer Rostbratwurst,25,99.00,2475.00
10305,OLDWO,1996-09-13 00:00:00.000,39,Chartreuse verte,30,14.40,432.00
10306,ROMEY,1996-09-16 00:00:00.000,30,Nord-Ost Matjeshering,10,20.70,207.00
10306,ROMEY,1996-09-16 00:00:00.000,53,Perth Pasties,10,26.20,262.00
10306,ROMEY,1996-09-16 00:00:00.000,54,Tourtière,5,5.90,29.50
10307,LONEP,1996-09-17 00:00:00.000,62,Tarte au sucre,10,39.40,394.00
10307,LONEP,1996-09-17 00:00:00.000,68,Scottish Longbreads,3,10.00,30.00
10308,ANATR,1996-09-18 00:00:00.000,69,Gudbrandsdalsost,1,28.80,28.80
10308,ANATR,1996-09-18 00:00:00.000,70,Outback Lager,5,12.00,60.00
10309,HUNGO,1996-09-19 00:00:00.000,4,Chef Anton's Cajun Seasoning,20,17.60,352.00
10309,HUNGO,1996-09-19 00:00:00.000,6,Grandma's Boysenberry Spread,30,20.00,600.00
10309,HUNGO,1996-09-19 00:00:00.000,42,Singaporean Hokkien Fried Mee,2,11.20,22.40
10309,HUNGO,1996-09-19 00:00:00.000,43,Ipoh Coffee,20,36.80,736.00
10309,HUNGO,1996-09-19 00:00:00.000,71,Flotemysost,3,17.20,51.60
10310,THEBI,1996-09-20 00:00:00.000,16,Pavlova,10,13.90,139.00
10310,THEBI,1996-09-20 00:00:00.000,62,Tarte au sucre,5,39.40,197.00
10311,DUMON,1996-09-20 00:00:00.000,42,Singaporean Hokkien Fried Mee,6,11.20,67.20
10311,DUMON,1996-09-20 00:00:00.000,69,Gudbrandsdalsost,7,28.80,201.60
10312,WANDK,1996-09-23 00:00:00.000,28,Rössle Sauerkraut,4,36.40,145.60
10312,WANDK,1996-09-23 00:00:00.000,43,Ipoh Coffee,24,36.80,883.20
10312,WANDK,1996-09-23 00:00:00.000,53,Perth Pasties,20,26.20,524.00
10312,WANDK,1996-09-23 00:00:00.000,75,Rhönbräu Klosterbier,10,6.20,62.00
10313,QUICK,1996-09-24 00:00:00.000,36,Inlagd Sill,12,15.20,182.40
10314,RATTC,1996-09-25 00:00:00.000,32,Mascarpone Fabioli,40,25.60,1024.00
10314,RATTC,1996-09-25 00:00:00.000,58,Escargots de Bourgogne,30,10.60,318.00
10314,RATTC,1996-09-25 00:00:00.000,62,Tarte au sucre,25,39.40,985.00
10315,ISLAT,1996-09-26 00:00:00.000,34,Sasquatch Ale,14,11.20,156.80
10315,ISLAT,1996-09-26 00:00:00.000,70,Outback Lager,30,12.00,360.00
10316,RATTC,1996-09-27 00:00:00.000,41,Jack's New England Clam Chowder,10,7.70,77.00
10316,RATTC,1996-09-27 00:00:00.000,62,Tarte au sucre,70,39.40,2758.00
10317,LONEP,1996-09-30 00:00:00.000,1,Chai,20,14.40,288.00
10318,ISLAT,1996-10-01 00:00:00.000,41,Jack's New England Clam Chowder,20,7.70,154.00
10318,ISLAT,1996-10-01 00:00:00.000,76,Lakkalikööri,6,14.40,86.40
10319,TORTU,1996-10-02 00:00:00.000,17,Alice Mutton,8,31.20,249.60
10319,TORTU,1996-10-02 00:00:00.000,28,Rössle Sauerkraut,14,36.40,509.60
10319,TORTU,1996-10-02 00:00:00.000,76,Lakkalikööri,30,14.40,432.00
10320,WARTH,1996-10-03 00:00:00.000,71,Flotemysost,30,17.20,516.00
10321,ISLAT,1996-10-03 00:00:00.000,35,Steeleye Stout,10,14.40,144.00
10322,PERIC,1996-10-04 00:00:00.000,52,Filo Mix,20,5.60,112.00
10323,KOENE,1996-10-07 00:00:00.000,15,Genen Shouyu,5,12.40,62.00
10323,KOENE,1996-10-07 00:00:00.000,25,NuNuCa Nuß-Nougat-Creme,4,11.20,44.80
10323,KOENE,1996-10-07 00:00:00.000,39,Chartreuse verte,4,14.40,57.60
10324,SAVEA,1996-10-08 00:00:00.000,16,Pavlova,21,13.90,291.90
10324,SAVEA,1996-10-08 00:00:00.000,35,Steeleye Stout,70,14.40,1008.00
10324,SAVEA,1996-10-08 00:00:00.000,46,Spegesild,30,9.60,288.00
10324,SAVEA,1996-10-08 00:00:00.000,59,Raclette Courdavault,40,44.00,1760.00
10324,SAVEA,1996-10-08 00:00:00.000,63,Vegie-spread,80,35.10,2808.00
10325,KOENE,1996-10-09 00:00:00.000,6,Grandma's Boysenberry Spread,6,20.00,120.00
10325,KOENE,1996-10-09 00:00:00.000,13,Konbu,12,4.80,57.60
10325,KOENE,1996-10-09 00:00:00.000,14,Tofu,9,18.60,167.40
10325,KOENE,1996-10-09 00:00:00.000,31,Gorgonzola Telino,4,10.00,40.00
10325,KOENE,1996-10-09 00:00:00.000,72,Mozzarella di Giovanni,40,27.80,1112.00
10326,BOLID,1996-10-10 00:00:00.000,4,Chef Anton's Cajun Seasoning,24,17.60,422.40
10326,BOLID,1996-10-10 00:00:00.000,57,Ravioli Angelo,16,15.60,249.60
10326,BOLID,1996-10-10 00:00:00.000,75,Rhönbräu Klosterbier,50,6.20,310.00
10327,FOLKO,1996-10-11 00:00:00.000,2,Chang,25,15.20,380.00
10327,FOLKO,1996-10-11 00:00:00.000,11,Queso Cabrales,50,16.80,840.00
10327,FOLKO,1996-10-11 00:00:00.000,30,Nord-Ost Matjeshering,35,20.70,724.50
10327,FOLKO,1996-10-11 00:00:00.000,58,Escargots de Bourgogne,30,10.60,318.00
10328,FURIB,1996-10-14 00:00:00.000,59,Raclette Courdavault,9,44.00,396.00
10328,FURIB,1996-10-14 00:00:00.000,65,Louisiana Fiery Hot Pepper Sauce,40,16.80,672.00
10328,FURIB,1996-10-14 00:00:00.000,68,Scottish Longbreads,10,10.00,100.00
10329,SPLIR,1996-10-15 00:00:00.000,19,Teatime Chocolate Biscuits,10,7.30,73.00
10329,SPLIR,1996-10-15 00:00:00.000,30,Nord-Ost Matjeshering,8,20.70,165.60
10329,SPLIR,1996-10-15 00:00:00.000,38,Côte de Blaye,20,210.80,4216.00
10329,SPLIR,1996-10-15 00:00:00.000,56,Gnocchi di nonna Alice,12,30.40,364.80
10330,LILAS,1996-10-16 00:00:00.000,26,Gumbär Gummibärchen,50,24.90,1245.00
10330,LILAS,1996-10-16 00:00:00.000,72,Mozzarella di Giovanni,25,27.80,695.00
10331,BONAP,1996-10-16 00:00:00.000,54,Tourtière,15,5.90,88.50
10332,MEREP,1996-10-17 00:00:00.000,18,Carnarvon Tigers,40,50.00,2000.00
10332,MEREP,1996-10-17 00:00:00.000,42,Singaporean Hokkien Fried Mee,10,11.20,112.00
10332,MEREP,1996-10-17 00:00:00.000,47,Zaanse koeken,16,7.60,121.60
10333,WARTH,1996-10-18 00:00:00.000,14,Tofu,10,18.60,186.00
10333,WARTH,1996-10-18 00:00:00.000,21,Sir Rodney's Scones,10,8.00,80.00
10333,WARTH,1996-10-18 00:00:00.000,71,Flotemysost,40,17.20,688.00
10334,VICTE,1996-10-21 00:00:00.000,52,Filo Mix,8,5.60,44.80
10334,VICTE,1996-10-21 00:00:00.000,68,Scottish Longbreads,10,10.00,100.00
10335,HUNGO,1996-10-22 00:00:00.000,2,Chang,7,15.20,106.40
10335,HUNGO,1996-10-22 00:00:00.000,31,Gorgonzola Telino,25,10.00,250.00
10335,HUNGO,1996-10-22 00:00:00.000,32,Mascarpone Fabioli,6,25.60,153.60
10335,HUNGO,1996-10-22 00:00:00.000,51,Manjimup Dried Apples,48,42.40,2035.20
10336,PRINI,1996-10-23 00:00:00.000,4,Chef Anton's Cajun Seasoning,18,17.60,316.80
10337,FRANK,1996-10-24 00:00:00.000,23,Tunnbröd,40,7.20,288.00
10337,FRANK,1996-10-24 00:00:00.000,26,Gumbär Gummibärchen,24,24.90,597.60
10337,FRANK,1996-10-24 00:00:00.000,36,Inlagd Sill,20,15.20,304.00
10337,FRANK,1996-10-24 00:00:00.000,37,Gravad lax,28,20.80,582.40
10337,FRANK,1996-10-24 00:00:00.000,72,Mozzarella di Giovanni,25,27.80,695.00
10338,OLDWO,1996-10-25 00:00:00.000,17,Alice Mutton,20,31.20,624.00
10338,OLDWO,1996-10-25 00:00:00.000,30,Nord-Ost Matjeshering,15,20.70,310.50
10339,MEREP,1996-10-28 00:00:00.000,4,Chef Anton's Cajun Seasoning,10,17.60,176.00
10339,MEREP,1996-10-28 00:00:00.000,17,Alice Mutton,70,31.20,2184.00
10339,MEREP,1996-10-28 00:00:00.000,62,Tarte au sucre,28,39.40,1103.20
10340,BONAP,1996-10-29 00:00:00.000,18,Carnarvon Tigers,20,50.00,1000.00
10340,BONAP,1996-10-29 00:00:00.000,41,Jack's New England Clam Chowder,12,7.70,92.40
10340,BONAP,1996-10-29 00:00:00.000,43,Ipoh Coffee,40,36.80,1472.00
10341,SIMOB,1996-10-29 00:00:00.000,33,Geitost,8,2.00,16.00
10341,SIMOB,1996-10-29 00:00:00.000,59,Raclette Courdavault,9,44.00,396.00
10342,FRANK,1996-10-30 00:00:00.000,2,Chang,24,15.20,364.80
10342,FRANK,1996-10-30 00:00:00.000,31,Gorgonzola Telino,56,10.00,560.00
10342,FRANK,1996-10-30 00:00:00.000,36,Inlagd Sill,40,15.20,608.00
10342,FRANK,1996-10-30 00:00:00.000,55,Pâté chinois,40,19.20,768.00
10343,LEHMS,1996-10-31 00:00:00.000,64,Wimmers gute Semmelknödel,50,26.60,1330.00
10343,LEHMS,1996-10-31 00:00:00.000,68,Scottish Longbreads,4,10.00,40.00
10343,LEHMS,1996-10-31 00:00:00.000,76,Lakkalikööri,15,14.40,216.00
10344,WHITC,1996-11-01 00:00:00.000,4,Chef Anton's Cajun Seasoning,35,17.60,616.00
10344,WHITC,1996-11-01 00:00:00.000,8,Northwoods Cranberry Sauce,70,32.00,2240.00
10345,QUICK,1996-11-04 00:00:00.000,8,Northwoods Cranberry Sauce,70,32.00,2240.00
10345,QUICK,1996-11-04 00:00:00.000,19,Teatime Chocolate Biscuits,80,7.30,584.00
10345,QUICK,1996-11-04 00:00:00.000,42,Singaporean Hokkien Fried Mee,9,11.20,100.80
10346,RATTC,1996-11-05 00:00:00.000,17,Alice Mutton,36,31.20,1123.20
10346,RATTC,1996-11-05 00:00:00.000,56,Gnocchi di nonna Alice,20,30.40,608.00
10347,FAMIA,1996-11-06 00:00:00.000,25,NuNuCa Nuß-Nougat-Creme,10,11.20,112.00
10347,FAMIA,1996-11-06 00:00:00.000,39,Chartreuse verte,50,14.40,720.00
10347,FAMIA,1996-11-06 00:00:00.000,40,Boston Crab Meat,4,14.70,58.80
10347,FAMIA,1996-11-06 00:00:00.000,75,Rhönbräu Klosterbier,6,6.20,37.20
10348,WANDK,1996-11-07 00:00:00.000,1,Chai,15,14.40,216.00
10348,WANDK,1996-11-07 00:00:00.000,23,Tunnbröd,25,7.20,180.00
10349,SPLIR,1996-11-08 00:00:00.000,54,Tourtière,24,5.90,141.60
10350,LAMAI,1996-11-11 00:00:00.000,50,Valkoinen suklaa,15,13.00,195.00
10350,LAMAI,1996-11-11 00:00:00.000,69,Gudbrandsdalsost,18,28.80,518.40
10351,ERNSH,1996-11-11 00:00:00.000,38,Côte de Blaye,20,210.80,4216.00
10351,ERNSH,1996-11-11 00:00:00.000,41,Jack's New England Clam Chowder,13,7.70,100.10
10351,ERNSH,1996-11-11 00:00:00.000,44,Gula Malacca,77,15.50,1193.50
10351,ERNSH,1996-11-11 00:00:00.000,65,Louisiana Fiery Hot Pepper Sauce,10,16.80,168.00
10352,FURIB,1996-11-12 00:00:00.000,24,Guaraná Fantástica,10,3.60,36.00
10352,FURIB,1996-11-12 00:00:00.000,54,Tourtière,20,5.90,118.00
10353,PICCO,1996-11-13 00:00:00.000,11,Queso Cabrales,12,16.80,201.60
10353,PICCO,1996-11-13 00:00:00.000,38,Côte de Blaye,50,210.80,10540.00
10354,PERIC,1996-11-14 00:00:00.000,1,Chai,12,14.40,172.80
10354,PERIC,1996-11-14 00:00:00.000,29,Thüringer Rostbratwurst,4,99.00,396.00
10355,AROUT,1996-11-15 00:00:00.000,24,Guaraná Fantástica,25,3.60,90.00
10355,AROUT,1996-11-15 00:00:00.000,57,Ravioli Angelo,25,15.60,390.00
10356,WANDK,1996-11-18 00:00:00.000,31,Gorgonzola Telino,30,10.00,300.00
10356,WANDK,1996-11-18 00:00:00.000,55,Pâté chinois,12,19.20,230.40
10356,WANDK,1996-11-18 00:00:00.000,69,Gudbrandsdalsost,20,28.80,576.00
10357,LILAS,1996-11-19 00:00:00.000,10,Ikura,30,24.80,744.00
10357,LILAS,1996-11-19 00:00:00.000,26,Gumbär Gummibärchen,16,24.90,398.40
10357,LILAS,1996-11-19 00:00:00.000,60,Camembert Pierrot,8,27.20,217.60
10358,LAMAI,1996-11-20 00:00:00.000,24,Guaraná Fantástica,10,3.60,36.00
10358,LAMAI,1996-11-20 00:00:00.000,34,Sasquatch Ale,10,11.20,112.00
10358,LAMAI,1996-11-20 00:00:00.000,36,Inlagd Sill,20,15.20,304.00
10359,SEVES,1996-11-21 00:00:00.000,16,Pavlova,56,13.90,778.40
10359,SEVES,1996-11-21 00:00:00.000,31,Gorgonzola Telino,70,10.00,700.00
10359,SEVES,1996-11-21 00:00:00.000,60,Camembert Pierrot,80,27.20,2176.00
10360,BLONP,1996-11-22 00:00:00.000,28,Rössle Sauerkraut,30,36.40,1092.00
10360,BLONP,1996-11-22 00:00:00.000,29,Thüringer Rostbratwurst,35,99.00,3465.00
10360,BLONP,1996-11-22 00:00:00.000,38,Côte de Blaye,10,210.80,2108.00
10360,BLONP,1996-11-22 00:00:00.000,49,Maxilaku,35,16.00,560.00
10360,BLONP,1996-11-22 00:00:00.000,54,Tourtière,28,5.90,165.20
10361,QUICK,1996-11-22 00:00:00.000,39,Chartreuse verte,54,14.40,777.60
