antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
72 ESTUCHES DE PASTEL DE HADAS SWEETHEART,60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,0.0355568544360829,0.051800979031197486,0.017827135237816906,0.5013698630136987,9.678771953552177,0.015985255366758034,1.9016079266682029
60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,72 ESTUCHES DE PASTEL DE HADAS SWEETHEART,0.051800979031197486,0.0355568544360829,0.017827135237816906,0.3441466854724965,9.678771953552179,0.015985255366758034,1.4705165380748757
CAJA DE BARATIJAS DE CERÁMICA DE FRESA,60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,0.05625776284065171,0.051800979031197486,0.011982172864762183,0.212987012987013,4.111640686534904,0.009067965671511503,1.204807336874551
60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,CAJA DE BARATIJAS DE CERÁMICA DE FRESA,0.051800979031197486,0.05625776284065171,0.011982172864762183,0.231311706629055,4.111640686534904,0.009067965671511503,1.227730726873354
PACK DE 60 CAJAS DE TARTA DE CHAMPIÑONES,60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,0.023136309393341613,0.051800979031197486,0.010934950439589879,0.47263157894736846,9.123989310370426,0.009736466961846093,1.7979821754897456
60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,PACK DE 60 CAJAS DE TARTA DE CHAMPIÑONES,0.051800979031197486,0.023136309393341613,0.010934950439589879,0.21109543958627175,9.123989310370426,0.009736466961846093,1.2382533193804304
PACK DE 60 ESTUCHES DE TARTA DE DINOSAURIO,60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,0.031733274883709604,0.051800979031197486,0.016390248654440952,0.5165003837298541,9.970861427518354,0.014746433947598685,1.961116387813253
60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,PACK DE 60 ESTUCHES DE TARTA DE DINOSAURIO,0.051800979031197486,0.031733274883709604,0.016390248654440952,0.31640808650681707,9.970861427518354,0.014746433947598685,1.4164397003592502
PACK DE 60 ESTUCHES DE TARTA PAISLEY ROSA,60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,0.04853754170624193,0.051800979031197486,0.022551813156036143,0.464626191670848,8.969448075315793,0.02003752097588523,1.7710971403850269
60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,PACK DE 60 ESTUCHES DE TARTA PAISLEY ROSA,0.051800979031197486,0.04853754170624193,0.022551813156036143,0.4353549600376117,8.969448075315793,0.02003752097588523,1.6850629881688788
PACK DE 60 ESTUCHES DE TARTAS SPACEBOY,60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,0.026862472906164,0.051800979031197486,0.012664085141618568,0.471441523118767,9.101015693831544,0.011272582745880257,1.7939339967900327
60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,PACK DE 60 ESTUCHES DE TARTAS SPACEBOY,0.051800979031197486,0.026862472906164,0.012664085141618568,0.2444757874941232,9.101015693831544,0.011272582745880257,1.2880295707085185
PACK DE 72 ESTUCHES DE SKULL CAKE,60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,0.03606828864372519,0.051800979031197486,0.015026424100728185,0.41661039837947333,8.042519778025179,0.013158051437003397,1.6253272570078663
60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,PACK DE 72 ESTUCHES DE SKULL CAKE,0.051800979031197486,0.03606828864372519,0.015026424100728185,0.29007992477668076,8.042519778025179,0.013158051437003397,1.3578031457316533
PACK DE 72 ESTUCHES DE TARTAS RETRO SPOT,60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,0.0343391539416965,0.051800979031197486,0.014685467962299992,0.42765957446808506,8.25582030429433,0.01290666616901711,1.6567046091276474
60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,PACK DE 72 ESTUCHES DE TARTAS RETRO SPOT,0.051800979031197486,0.0343391539416965,0.014685467962299992,0.2834978843441467,8.25582030429433,0.01290666616901711,1.3477431886916087
PACK DE 72 ESTUCHES DE TARTAS RETROSPOT,60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,0.04159664888823945,0.051800979031197486,0.01446628187331044,0.3477751756440281,6.713679589618918,0.012311534736482665,1.4537916766738912
60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,PACK DE 72 ESTUCHES DE TARTAS RETROSPOT,0.051800979031197486,0.04159664888823945,0.01446628187331044,0.27926657263751764,6.713679589618918,0.012311534736482665,1.3297612053585877
SOPORTE DE PASTELES REGENCY 3 NIVELES,60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,0.09546771875989382,0.051800979031197486,0.011178490538467159,0.11709183673469388,2.2604174462450706,0.00623316924082964,1.0739497723772626
60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,SOPORTE DE PASTELES REGENCY 3 NIVELES,0.051800979031197486,0.09546771875989382,0.011178490538467159,0.2157968970380818,2.2604174462450706,0.00623316924082964,1.153441344243229
SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,0.13297289398699497,0.051800979031197486,0.014758529991963176,0.11098901098901097,2.1426045040995674,0.007870403898825203,1.0665773907065639
60 ESTUCHES DE PASTELES DE HADAS A LA HORA DEL TÉ,SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,0.051800979031197486,0.13297289398699497,0.014758529991963176,0.2849083215796897,2.1426045040995674,0.007870403898825203,1.2124698583100997
72 ESTUCHES DE PASTEL DE HADAS SWEETHEART,PACK DE 60 ESTUCHES DE TARTA DE DINOSAURIO,0.0355568544360829,0.031733274883709604,0.012810209200944936,0.36027397260273974,11.353192316992399,0.011681873765124667,1.5135646880832805
PACK DE 60 ESTUCHES DE TARTA DE DINOSAURIO,72 ESTUCHES DE PASTEL DE HADAS SWEETHEART,0.031733274883709604,0.0355568544360829,0.012810209200944936,0.40368380660015346,11.353192316992399,0.011681873765124667,1.617335159163171
72 ESTUCHES DE PASTEL DE HADAS SWEETHEART,PACK DE 60 ESTUCHES DE TARTA PAISLEY ROSA,0.0355568544360829,0.04853754170624193,0.015513504298482745,0.4363013698630137,8.988946587027199,0.013787661993348597,1.6878920888321833
PACK DE 60 ESTUCHES DE TARTA PAISLEY ROSA,72 ESTUCHES DE PASTEL DE HADAS SWEETHEART,0.04853754170624193,0.0355568544360829,0.015513504298482745,0.3196186653286503,8.988946587027199,0.013787661993348597,1.4175038267764652
72 ESTUCHES DE PASTEL DE HADAS SWEETHEART,PACK DE 72 ESTUCHES DE SKULL CAKE,0.0355568544360829,0.03606828864372519,0.01091059642970215,0.30684931506849317,8.507454237695745,0.009628121540638593,1.3906524689527286
PACK DE 72 ESTUCHES DE SKULL CAKE,72 ESTUCHES DE PASTEL DE HADAS SWEETHEART,0.03606828864372519,0.0355568544360829,0.01091059642970215,0.3024983119513842,8.507454237695745,0.009628121540638593,1.3827108408326827
PACK DE 72 ESTUCHES DE TARTAS RETROSPOT,72 ESTUCHES DE PASTEL DE HADAS SWEETHEART,0.04159664888823945,0.0355568544360829,0.010009498063856214,0.24063231850117098,6.767536732860673,0.008530452074308234,1.2700608270032154
72 ESTUCHES DE PASTEL DE HADAS SWEETHEART,PACK DE 72 ESTUCHES DE TARTAS RETROSPOT,0.0355568544360829,0.04159664888823945,0.010009498063856214,0.28150684931506853,6.767536732860673,0.008530452074308234,1.3339074286207535
72 ESTUCHES DE PASTEL DE HADAS SWEETHEART,SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,0.0355568544360829,0.13297289398699497,0.010886242419814422,0.3061643835616438,2.3024570976968235,0.006158144584374159,1.2496145851717546
SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,72 ESTUCHES DE PASTEL DE HADAS SWEETHEART,0.13297289398699497,0.0355568544360829,0.010886242419814422,0.08186813186813185,2.3024570976968235,0.006158144584374159,1.0504407689565105
ADORNO DE PÁJARO DE COLORES VARIADOS,PERAS DE METAL PINTADAS SURTIDAS,0.06838605976474027,0.017997613307031004,0.01288327123060812,0.18839031339031337,10.467516452124029,0.011652485371370813,1.2099441429722935
PERAS DE METAL PINTADAS SURTIDAS,ADORNO DE PÁJARO DE COLORES VARIADOS,0.017997613307031004,0.06838605976474027,0.01288327123060812,0.7158322056833558,10.467516452124029,0.011652485371370813,3.2783938182564607
ADORNO DE PÁJARO DE COLORES VARIADOS,SOPORTE DE PASTELES REGENCY 3 NIVELES,0.06838605976474027,0.09546771875989382,0.01164121672633399,0.17022792022792022,1.7830940388976102,0.005112555605616476,1.0900972728421536
SOPORTE DE PASTELES REGENCY 3 NIVELES,ADORNO DE PÁJARO DE COLORES VARIADOS,0.09546771875989382,0.06838605976474027,0.01164121672633399,0.12193877551020407,1.78309403889761,0.005112555605616476,1.0609897285654322
ADORNO DE PÁJARO DE COLORES VARIADOS,SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,0.06838605976474027,0.13297289398699497,0.018192445386132825,0.26602564102564097,2.0006005212735976,0.009098953110847715,1.1812771051356226
SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,ADORNO DE PÁJARO DE COLORES VARIADOS,0.13297289398699497,0.06838605976474027,0.018192445386132825,0.1368131868131868,2.000600521273598,0.009098953110847715,1.0792726742381749
BOLSO JUMBO ROJO RETROSPOT,ALFABETO DE BOLSOS JUMBO,0.07971067436253379,0.022064732958281583,0.010082560093519398,0.12648945921173235,5.732653073612519,0.008323765349785548,1.1195460402334887
ALFABETO DE BOLSOS JUMBO,BOLSO JUMBO ROJO RETROSPOT,0.022064732958281583,0.07971067436253379,0.010082560093519398,0.4569536423841059,5.732653073612519,0.008323765349785548,1.694679124039724
ALMOHADILLA PARA ARRODILLARSE DE LOS JARDINEROS MANTENER LA CALMA,JARDINEROS ALMOHADILLA DE RODILLAS TAZA DE TÉ,0.022235211027495677,0.018460339494897834,0.013297289398699496,0.5980284775465499,32.395313082505126,0.012886819854391229,2.4418139238178704
JARDINEROS ALMOHADILLA DE RODILLAS TAZA DE TÉ,ALMOHADILLA PARA ARRODILLARSE DE LOS JARDINEROS MANTENER LA CALMA,0.018460339494897834,0.022235211027495677,0.013297289398699496,0.7203166226912929,32.395313082505126,0.012886819854391229,3.4959703303828227
BLOQUE DE CONSTRUCCIÓN PARA EL HOGAR PALABRA,AMOR BLOQUE DE CONSTRUCCIÓN PALABRA,0.050315384428046075,0.04130440076958671,0.02109057256277246,0.4191674733785092,10.148252137025333,0.01901232575948062,1.650554256675028
AMOR BLOQUE DE CONSTRUCCIÓN PALABRA,BLOQUE DE CONSTRUCCIÓN PARA EL HOGAR PALABRA,0.04130440076958671,0.050315384428046075,0.02109057256277246,0.5106132075471698,10.148252137025333,0.01901232575948062,1.940560371096426
SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,AMOR BLOQUE DE CONSTRUCCIÓN PALABRA,0.13297289398699497,0.04130440076958671,0.016365894644553226,0.12307692307692307,2.979753265602322,0.01087352893982262,1.0932493675434538
AMOR BLOQUE DE CONSTRUCCIÓN PALABRA,SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,0.04130440076958671,0.13297289398699497,0.016365894644553226,0.39622641509433965,2.979753265602322,0.01087352893982262,1.4360136443340397
ARMÓNICA ROJA EN CAJA,ARMÓNICA AZUL EN CAJA,0.024962860134921216,0.02345291152188208,0.011519446676895351,0.4614634146341463,19.676167464478382,0.010933994926817927,1.8133347204530268
ARMÓNICA AZUL EN CAJA,ARMÓNICA ROJA EN CAJA,0.02345291152188208,0.024962860134921216,0.011519446676895351,0.49117341640706125,19.676167464478382,0.010933994926817927,1.9162464605919813
BANDERINES AZULES DE FELIZ CUMPLEAÑOS,BANDERINES ROSAS DE FELIZ CUMPLEAÑOS,0.01680426682253233,0.02148023672097611,0.01091059642970215,0.6492753623188406,30.226639061421672,0.010549636800431712,2.789994366374077
BANDERINES ROSAS DE FELIZ CUMPLEAÑOS,BANDERINES AZULES DE FELIZ CUMPLEAÑOS,0.02148023672097611,0.01680426682253233,0.01091059642970215,0.5079365079365079,30.226639061421672,0.010549636800431712,1.9981074577477567
BANDERINES ESPORTOÑOS,BANDERINES FESTIVOS,0.027787925281897663,0.06517133045956017,0.011762986775772631,0.4233128834355829,6.495385017469532,0.009952010714440513,1.6210326929265073
BANDERINES FESTIVOS,BANDERINES ESPORTOÑOS,0.06517133045956017,0.027787925281897663,0.011762986775772631,0.1804932735426009,6.495385017469531,0.009952010714440513,1.1863381267421989
BANDERINES FESTIVOS,BOLSA DE ALMUERZO SUKI DESIGN,0.06517133045956017,0.05757287937458903,0.010131268113294853,0.1554559043348281,2.7001585820187715,0.006379166966065116,1.1159004313246017
BOLSA DE ALMUERZO SUKI DESIGN,BANDERINES FESTIVOS,0.05757287937458903,0.06517133045956017,0.010131268113294853,0.17597292724196276,2.7001585820187715,0.006379166966065116,1.134463539421766
BOLSO JUMBO ROJO RETROSPOT,BANDERINES FESTIVOS,0.07971067436253379,0.06517133045956017,0.011227198558242614,0.14084937366330583,2.161216790728326,0.006032347858207534,1.0880847209835915
BANDERINES FESTIVOS,BOLSO JUMBO ROJO RETROSPOT,0.06517133045956017,0.07971067436253379,0.011227198558242614,0.17227204783258596,2.1612167907283264,0.006032347858207534,1.111825839912352
BANDERINES FESTIVOS,PUESTA EN ESCENA PUNTOCOM,0.06517133045956017,0.03458269404057378,0.011909110835099,0.1827354260089686,5.28401361081286,0.009655310653598904,1.1812787886362253
PUESTA EN ESCENA PUNTOCOM,BANDERINES FESTIVOS,0.03458269404057378,0.06517133045956017,0.011909110835099,0.34436619718309863,5.28401361081286,0.009655310653598904,1.4258396463452467
SOPORTE DE PASTELES REGENCY 3 NIVELES,BANDERINES FESTIVOS,0.09546771875989382,0.06517133045956017,0.015367380239156377,0.16096938775510203,2.4699417154754277,0.009145621991634986,1.1141770704160914
BANDERINES FESTIVOS,SOPORTE DE PASTELES REGENCY 3 NIVELES,0.06517133045956017,0.09546771875989382,0.015367380239156377,0.23579970104633782,2.4699417154754277,0.009145621991634986,1.183632461906369
SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,BANDERINES FESTIVOS,0.13297289398699497,0.06517133045956017,0.01665814276320596,0.12527472527472527,1.9222367318779874,0.00799212234701545,1.0687111674394476
BANDERINES FESTIVOS,SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,0.06517133045956017,0.13297289398699497,0.01665814276320596,0.25560538116591924,1.9222367318779872,0.00799212234701545,1.1647412327765068
SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,BLOQUE DE CONSTRUCCIÓN PARA EL HOGAR PALABRA,0.13297289398699497,0.050315384428046075,0.018095029346581915,0.13608058608058607,2.7045522483325,0.011404447067116446,1.0992745391186916
BLOQUE DE CONSTRUCCIÓN PARA EL HOGAR PALABRA,SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,0.050315384428046075,0.13297289398699497,0.018095029346581915,0.3596321393998064,2.7045522483325,0.011404447067116446,1.3539516258676254
BOLSA DE AGUA CALIENTE ESTOY TAN MAL,BOLSA DE AGUA CALIENTE DE CHOCOLATE,0.024621903996493024,0.04191325101677991,0.014904654051289545,0.6053412462908012,14.442717556041018,0.013872670008573477,2.4276333414086104
BOLSA DE AGUA CALIENTE DE CHOCOLATE,BOLSA DE AGUA CALIENTE ESTOY TAN MAL,0.04191325101677991,0.024621903996493024,0.014904654051289545,0.35560720511330624,14.442717556041016,0.013872670008573477,1.5136390470893017
BOLSA DE AGUA CALIENTE DE CHOCOLATE,BOLSA DE AGUA CALIENTE PARA PERROS SCOTTIE,0.04191325101677991,0.04113392270037262,0.015099486130391368,0.3602556653108658,8.75811596999968,0.01337542970294583,1.498826992763541
BOLSA DE AGUA CALIENTE PARA PERROS SCOTTIE,BOLSA DE AGUA CALIENTE DE CHOCOLATE,0.04113392270037262,0.04191325101677991,0.015099486130391368,0.36708111308466546,8.75811596999968,0.01337542970294583,1.5137591384776974
BOLSA DE AGUA CALIENTE DE CHOCOLATE,BOTELLA DE AGUA CALIENTE TÉ Y SIMPATÍA,0.04191325101677991,0.038552397652273446,0.01889871167287694,0.4509006391632772,11.695787204474621,0.017282855352778487,1.7509537816300929
BOTELLA DE AGUA CALIENTE TÉ Y SIMPATÍA,BOLSA DE AGUA CALIENTE DE CHOCOLATE,0.038552397652273446,0.04191325101677991,0.01889871167287694,0.49020846493998743,11.695787204474623,0.017282855352778487,1.8793696699385842
SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,BOLSA DE AGUA CALIENTE DE CHOCOLATE,0.13297289398699497,0.04191325101677991,0.010569640291273958,0.07948717948717948,1.8964689581191616,0.004996314007169374,1.0408184738257822
BOLSA DE AGUA CALIENTE DE CHOCOLATE,SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,0.04191325101677991,0.13297289398699497,0.010569640291273958,0.25217896571760606,1.8964689581191616,0.004996314007169374,1.1594045450259376
BOLSA DE AGUA CALIENTE ESTOY TAN MAL,BOTELLA DE AGUA CALIENTE TÉ Y SIMPATÍA,0.024621903996493024,0.038552397652273446,0.010740118360488054,0.43620178041543023,11.314517565153494,0.009790884926659154,1.7053044315325465
BOTELLA DE AGUA CALIENTE TÉ Y SIMPATÍA,BOLSA DE AGUA CALIENTE ESTOY TAN MAL,0.038552397652273446,0.024621903996493024,0.010740118360488054,0.27858496525584336,11.314517565153496,0.009790884926659154,1.3520346111852468
BOTELLA DE AGUA CALIENTE TÉ Y SIMPATÍA,BOLSA DE AGUA CALIENTE PARA PERROS SCOTTIE,0.038552397652273446,0.04113392270037262,0.011836048805435815,0.3070120025268478,7.463718079191769,0.010250237460493172,1.3836690978717503
BOLSA DE AGUA CALIENTE PARA PERROS SCOTTIE,BOTELLA DE AGUA CALIENTE TÉ Y SIMPATÍA,0.04113392270037262,0.038552397652273446,0.011836048805435815,0.2877442273534636,7.463718079191769,0.010250237460493172,1.3498628431964341
SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,BOLSA DE AGUA CALIENTE PARA PERROS SCOTTIE,0.13297289398699497,0.04113392270037262,0.011008012469253063,0.08278388278388278,2.012545299579047,0.005538315726747169,1.0454091018482359
BOLSA DE AGUA CALIENTE PARA PERROS SCOTTIE,SOPORTE T-LIGHT DE CORAZÓN COLGANTE BLANCO,0.04113392270037262,0.13297289398699497,0.011008012469253063,0.2676139727649497,2.012545299579047,0.005538315726747169,1.1838389507323892
BOLSA DE ALMACENAMIENTO JUMBO SUKI,BOLSA DE ALMACENAMIENTO JUMBO SKULLS,0.056744843038406274,0.03217164706168871,0.016755558802756875,0.2952789699570816,9.178236022261716,0.014929983739954345,1.373349611660332
BOLSA DE ALMACENAMIENTO JUMBO SKULLS,BOLSA DE ALMACENAMIENTO JUMBO SUKI,0.03217164706168871,0.056744843038406274,0.016755558802756875,0.5208175624526874,9.178236022261716,0.014929983739954345,1.9684677130272754
BOLSO JUMBO BARROCO NEGRO BLANCO,BOLSA DE ALMACENAMIENTO JUMBO SKULLS,0.04573683056915321,0.03217164706168871,0.011787340785660358,0.2577209797657082,8.010810863103515,0.010315911614869305,1.3038605787791595
BOLSA DE ALMACENAMIENTO JUMBO SKULLS,BOLSO JUMBO BARROCO NEGRO BLANCO,0.03217164706168871,0.04573683056915321,0.011787340785660358,0.36638909916729745,8.010810863103515,0.010315911614869305,1.5060712626262227
BOLSO JUMBO FRESA,BOLSA DE ALMACENAMIENTO JUMBO SKULLS,0.04524975037139865,0.03217164706168871,0.010374808212172133,0.2292787944025834,7.126734728966295,0.008919049213593978,1.2557437707816914
BOLSA DE ALMACENAMIENTO JUMBO SKULLS,BOLSO JUMBO FRESA,0.03217164706168871,0.04524975037139865,0.010374808212172133,0.3224829674489023,7.126734728966295,0.008919049213593978,1.4091900332507064
BOLSO JUMBO ROJO RETROSPOT,BOLSA DE ALMACENAMIENTO JUMBO SKULLS,0.07971067436253379,0.03217164706168871,0.015099486130391368,0.1894286587228842,5.88806219214258,0.012535062447750732,1.1940076137079128
BOLSA DE ALMACENAMIENTO JUMBO SKULLS,BOLSO JUMBO ROJO RETROSPOT,0.03217164706168871,0.07971067436253379,0.015099486130391368,0.469341408024224,5.88806219214258,0.012535062447750732,1.7342399417504888
BOLSA DE ALMACENAMIENTO JUMBO SKULLS,JUMBO SHOPPER VINTAGE PAISLEY ROJO,0.03217164706168871,0.05340834368378754,0.012177004943864008,0.3785011355034065,7.0869289215254785,0.010458770560719824,1.5230786577268167
JUMBO SHOPPER VINTAGE PAISLEY ROJO,BOLSA DE ALMACENAMIENTO JUMBO SKULLS,0.05340834368378754,0.03217164706168871,0.012177004943864008,0.22799817601459188,7.0869289215254785,0.010458770560719824,1.2536607076158988
LONCHERA CALAVERA NEGRA.,BOLSA DE ALMACENAMIENTO JUMBO SKULLS,0.057256277246048565,0.03217164706168871,0.011227198558242614,0.1960867715865589,6.095018113637922,0.009385169814616541,1.2038965384962803
BOLSA DE ALMACENAMIENTO JUMBO SKULLS,LONCHERA CALAVERA NEGRA.,0.03217164706168871,0.057256277246048565,0.011227198558242614,0.3489780469341408,6.095018113637922,0.009385169814616541,1.4480982066953139
BOLSA DE ALMACENAMIENTO JUMBO SUKI,BOLSA DE ALMUERZO COCHES AZUL,0.056744843038406274,0.05033973843793381,0.011592508706558535,0.20429184549356225,4.058261958302447,0.008735988150303554,1.1934781064938589
BOLSA DE ALMUERZO COCHES AZUL,BOLSA DE ALMACENAMIENTO JUMBO SUKI,0.05033973843793381,0.056744843038406274,0.011592508706558535,0.23028543783260763,4.058261958302447,0.008735988150303554,1.2254609738778215
BOLSA DE ALMACENAMIENTO JUMBO SUKI,BOLSA DE ALMUERZO SUKI DESIGN,0.056744843038406274,0.05757287937458903,0.01743747107961326,0.3072961373390558,5.337515522537635,0.014170507076233107,1.3605050750044658
BOLSA DE ALMUERZO SUKI DESIGN,BOLSA DE ALMACENAMIENTO JUMBO SUKI,0.05757287937458903,0.056744843038406274,0.01743747107961326,0.30287648054145516,5.337515522537635,0.014170507076233107,1.3530674703017036
BOLSA DE ALMUERZO WOODLAND,BOLSA DE ALMACENAMIENTO JUMBO SUKI,0.04695453106353961,0.056744843038406274,0.011081074498916247,0.23599585062240663,4.158895116912721,0.00841664700377372,1.2346204634229143
BOLSA DE ALMACENAMIENTO JUMBO SUKI,BOLSA DE ALMUERZO WOODLAND,0.056744843038406274,0.04695453106353961,0.011081074498916247,0.19527896995708155,4.158895116912721,0.00841664700377372,1.1843178360650415
BOLSA DE RECICLAJE RETROSPOT,BOLSA DE ALMACENAMIENTO JUMBO SUKI,0.038235795523732984,0.056744843038406274,0.012103942914200824,0.3165605095541401,5.578665700773625,0.009934258698757999,1.3801589901488371
BOLSA DE ALMACENAMIENTO JUMBO SUKI,BOLSA DE RECICLAJE RETROSPOT,0.056744843038406274,0.038235795523732984,0.012103942914200824,0.21330472103004292,5.578665700773626,0.009934258698757999,1.2225371502617033
BOLSA DE ALMACENAMIENTO JUMBO SUKI,BOLSA JUMBO ANIMALES DEL BOSQUE,0.056744843038406274,0.034460923991135144,0.016463310684104136,0.2901287553648068,8.419064893310482,0.014507830961268724,1.36016085072591
BOLSA JUMBO ANIMALES DEL BOSQUE,BOLSA DE ALMACENAMIENTO JUMBO SUKI,0.034460923991135144,0.056744843038406274,0.016463310684104136,0.47773851590106,8.419064893310482,0.014507830961268724,1.8060974926937143
BOLSO CHARLOTTE SUKI DESIGN,BOLSA DE ALMACENAMIENTO JUMBO SUKI,0.03424173790214559,0.056744843038406274,0.011665570736221719,0.3406827880512091,6.003766506511028,0.00972252869360222,1.4306545314865164
BOLSA DE ALMACENAMIENTO JUMBO SUKI,BOLSO CHARLOTTE SUKI DESIGN,0.056744843038406274,0.03424173790214559,0.011665570736221719,0.2055793991416309,6.003766506511028,0.00972252869360222,1.2156762564494872
BOLSO JUMBO BARROCO NEGRO BLANCO,BOLSA DE ALMACENAMIENTO JUMBO SUKI,0.04573683056915321,0.056744843038406274,0.019093543751978765,0.41746538871139516,7.356886835141029,0.016498214480257983,1.6192259458627725
BOLSA DE ALMACENAMIENTO JUMBO SUKI,BOLSO JUMBO BARROCO NEGRO BLANCO,0.056744843038406274,0.04573683056915321,0.019093543751978765,0.336480686695279,7.356886835141028,0.016498214480257983,1.4381844662185466
BOLSA DE ALMACENAMIENTO JUMBO SUKI,BOLSO JUMBO DISEÑO SPACEBOY,0.056744843038406274,0.03044251235966002,0.015172548160054552,0.267381974248927,8.783176995708153,0.013445092574510901,1.323414731225537
BOLSO JUMBO DISEÑO SPACEBOY,BOLSA DE ALMACENAMIENTO JUMBO SUKI,0.03044251235966002,0.056744843038406274,0.015172548160054552,0.49839999999999995,8.783176995708153,0.013445092574510901,1.8804927371642615
BOLSO JUMBO FRESA,BOLSA DE ALMACENAMIENTO JUMBO SUKI,0.04524975037139865,0.056744843038406274,0.018362923455346923,0.4058127018299246,7.151534484909242,0.01579523347299484,1.587471088437175
